reporting_organisation,donor,project_status,governorate,district,sub_district,community,neighbourhood,camp_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,neighbourhood_pcode,admin5pcode,location_other,village_camps,latitude_y,longitude_x,cluster,response_type,families,female_headed_hh,beneficiaries,men_18_60,women_18_60,boys_18,girls_18,elderly_males_60,elderly_females_60,idps,host_communities,returnees,pwds,previously_assisted,newly_assisted,conditionality,restrictions,cash_delivery_mechanism,voucher_delivery_mechanism,currency,transfer_value,transfer_frequency,num_payments,fx_rate,total_value_per_hh,total_usd,targeting_criteria,start_date,distribution_date,comments,month_of_activity,abbreviation,implementing_partner,activity,source
GOAL,ECHO,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al Audi1/ العودة1,SY07,SY0700,SY070005,C3949,NA,CP000981,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,14,0,79,17,14,28,20,4,3,79,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,2100,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,ECHO,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al Bashir/ البشير,SY07,SY0700,SY070005,C3949,NA,CP001517,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,33,0,179,37,43,44,55,8,6,179,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,4950,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,ECHO,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al Diaa 3(Kafruma) / الضياء 3(كفرومة),SY07,SY0700,SY070005,C3949,NA,CP001162,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,9,0,45,8,10,14,13,1,2,45,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1350,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,ECHO,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al Kandosh/ الكندوش,SY07,SY0700,SY070005,C3949,NA,CP000985,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,24,0,120,26,26,32,36,4,4,120,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,3600,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,ECHO,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al Omareen/ العمرين,SY07,SY0700,SY070005,C3949,NA,CP000982,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,17,0,77,15,18,13,31,2,1,77,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,2550,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,ECHO,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,الصداقة(كللي)/ Al Sadaka(Kelly),SY07,SY0700,SY070005,C3949,NA,CP001164,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,12,0,55,14,15,11,15,3,1,55,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1800,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,ECHO,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al Sultan(Kelly)  /السلطان(كللي),SY07,SY0700,SY070005,C3949,NA,CP000859,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,32,0,183,40,41,51,51,9,5,183,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,4800,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,ECHO,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al Taawun(Kelly) / التعاون(كللي),SY07,SY0700,SY070005,C3949,NA,CP001964,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,82,0,369,77,86,99,107,14,10,369,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,12300,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,ECHO,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al Wifak / الوفاق,SY07,SY0700,SY070005,C3949,NA,CP001165,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,10,0,52,11,11,14,16,3,2,52,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1500,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,ECHO,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,الضياء 8/ Al_Diaa 8,SY07,SY0700,SY070005,C3949,NA,CP001158,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,4,0,18,5,4,5,4,1,1,18,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,600,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,ECHO,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,NA,SY07,SY0700,SY070005,C3949,NA,NA,NA,Aladala Wa Altanmia/ العدالة والتنمية,36.108118,36.69463,Multipurpose - One time,Earthquake,12,0,55,11,12,20,12,2,1,55,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1800,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,ECHO,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al-Karkat  / الكركات,SY07,SY0700,SY070005,C3949,NA,CP000573,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,7,0,39,7,8,12,12,1,1,39,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1050,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,ECHO,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al-Rahma 1  / الرحمة 1,SY07,SY0700,SY070005,C3949,NA,CP000570,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,9,0,55,10,11,21,13,1,0,55,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1350,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al-Rahma 2  / الرحمة 2,SY07,SY0700,SY070005,C3949,NA,CP000571,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,16,0,92,19,26,22,25,3,5,92,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,2400,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Al-Rahma 3  / الرحمة 3,SY07,SY0700,SY070005,C3949,NA,CP000572,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,15,0,72,16,17,19,20,3,5,72,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,2250,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Atta alkhair  / عطاء الخير,SY07,SY0700,SY070005,C3949,NA,CP000577,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,27,0,136,27,31,38,40,3,2,136,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,4050,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Atta alkhair2  / عطاء الخير 2,SY07,SY0700,SY070005,C3949,NA,CP000727,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,3,0,16,4,3,5,4,1,1,16,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,450,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Ayadi  / أيادي,SY07,SY0700,SY070005,C3949,NA,CP000578,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,2,0,18,2,2,8,6,1,0,18,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,300,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,NA,SY07,SY0700,SY070005,C3949,NA,NA,Bir Al Tayeb,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,7,0,40,6,8,13,13,1,2,NA,40,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1050,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,NA,SY07,SY0700,SY070005,C3949,NA,NA,Bir Al Tayeb,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,2,0,13,3,3,2,5,0,0,13,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,300,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Bhora,NA,NA,SY07,SY0700,SY070005,C3937,NA,NA,NA,NA,35.996993,36.603157,Multipurpose - One time,Earthquake,9,0,41,10,11,8,12,3,2,NA,41,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1350,Blanket,2023-03-22,2023-03-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,NA,SY07,SY0700,SY070005,C3949,NA,NA,NA,Bonian Camp,36.108118,36.69463,Multipurpose - One time,Earthquake,1,0,3,0,1,1,1,0,0,3,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,150,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,NA,SY07,SY0700,SY070005,C3949,NA,NA,NA,Ebin Othman/ ابن عثمان,36.108118,36.69463,Multipurpose - One time,Earthquake,41,0,198,32,48,65,53,7,11,198,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,6150,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Hazano,NA,NA,SY07,SY0700,SY070005,C3944,NA,NA,NA,NA,36.089778,36.713577,Multipurpose - One time,Earthquake,207,2,1070,262,235,303,270,57,50,NA,1070,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,31050,Blanket,2023-03-07,2023-03-14,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Hazano,NA,NA,SY07,SY0700,SY070005,C3944,NA,NA,NA,NA,36.089778,36.713577,Multipurpose - One time,Earthquake,205,1,979,208,232,297,242,32,30,979,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,30750,Blanket,2023-03-07,2023-03-14,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Hish/ حيش,SY07,SY0700,SY070005,C3949,NA,CP000972,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,36,0,175,26,41,63,45,3,4,175,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,5400,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Jabal Kelly / جبل كللي,SY07,SY0700,SY070005,C3949,NA,CP001163,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,10,0,32,6,9,4,13,1,2,32,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1500,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,ECHO,Completed,Idleb,Idleb,Maaret Tamsrin,Kafr Jales,NA,NA,SY07,SY0700,SY070005,C3945,NA,NA,NA,NA,35.975873,36.614218,Multipurpose - One time,Earthquake,10,0,55,8,12,16,19,1,2,55,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1500,Blanket,2023-03-22,2023-04-05,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Kafr Sejna(Kelly)/كفر سجنة(كللي),SY07,SY0700,SY070005,C3949,NA,CP001970,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,35,0,158,35,43,38,42,8,8,158,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,5250,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Kawkab  / كوكب,SY07,SY0700,SY070005,C3949,NA,CP000587,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,3,0,13,3,4,1,5,1,1,13,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,450,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,NA,SY07,SY0700,SY070005,C3949,NA,NA,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,185,0,933,215,233,268,217,58,54,NA,933,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,27750,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,NA,SY07,SY0700,SY070005,C3949,NA,NA,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,191,0,943,218,218,255,252,35,28,943,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,28650,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,kfrewyd Al_mahaba/ كفر عويد المحبة,SY07,SY0700,SY070005,C3949,NA,CP000977,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,17,0,70,18,19,17,16,5,5,70,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,2550,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,NA,NA,SY07,SY0700,SY070005,C3947,NA,NA,NA,NA,36.013896,36.672724,Multipurpose - One time,Earthquake,34,0,174,47,40,55,32,13,9,NA,174,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,5100,Blanket,2023-03-22,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,NA,NA,SY07,SY0700,SY070005,C3947,NA,NA,NA,NA,36.013896,36.672724,Multipurpose - One time,Earthquake,36,0,182,41,42,55,44,2,3,182,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,5400,Blanket,2023-03-22,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Marbelet/ معربليت,SY07,SY0700,SY070005,C3949,NA,CP000983,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,14,0,74,15,16,19,24,6,3,74,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,2100,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Muzun / مزن,SY07,SY0700,SY070005,C3949,NA,CP000591,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,28,0,115,30,28,36,21,7,8,115,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,4200,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Noor  / نور,SY07,SY0700,SY070005,C3949,NA,CP000592,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,15,0,54,9,18,15,12,1,3,54,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,2250,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Shqaiq Alnuman/ شقائق النعمان,SY07,SY0700,SY070005,C3949,NA,CP001513,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,10,0,70,18,16,22,14,4,4,70,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,1500,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,سكيك/Sukek,SY07,SY0700,SY070005,C3949,NA,CP001148,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,1,0,13,1,2,6,4,0,0,13,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,150,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Talmenes/ تلمنس,SY07,SY0700,SY070005,C3949,NA,CP001292,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,3,0,17,3,3,4,7,0,0,17,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,450,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Tuba Alshmoukh / طوبى الشموخ,SY07,SY0700,SY070005,C3949,NA,CP001529,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,1,0,6,3,1,1,1,0,0,NA,6,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,150,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Tuba Alshmoukh / طوبى الشموخ,SY07,SY0700,SY070005,C3949,NA,CP001529,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,1,0,4,0,1,2,1,0,0,4,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,150,Blanket,2023-03-08,2023-04-06,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Western Eshkab,NA,NA,SY02,SY0203,SY020302,C1437,NA,NA,NA,NA,36.399226,36.63472,Multipurpose - One time,Earthquake,99,NA,495,132,153,112,98,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,14850,Blanket,2023-02-21,2023-02-21,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Western Eshkab,NA,NA,SY02,SY0203,SY020302,C1437,NA,NA,NA,NA,36.399226,36.63472,Multipurpose - One time,Earthquake,66,NA,330,88,102,75,65,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,9900,Blanket,2023-02-22,2023-02-22,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Haji Hasanli,NA,NA,SY02,SY0203,SY020302,C8184,NA,NA,NA,NA,36.484728,36.653081,Multipurpose - One time,Earthquake,70,NA,350,93,108,80,69,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,10500,Blanket,2023-02-23,2023-02-23,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Ramadiyeh (Jandairis),NA,NA,SY02,SY0203,SY020302,C1422,NA,NA,Ramdanli / رمضانلي,NA,36.399148,36.745457,Multipurpose - One time,Earthquake,28,NA,140,37,43,32,28,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,4200,Blanket,2023-02-23,2023-02-23,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Kafr Safra,NA,NA,SY02,SY0203,SY020302,C1449,NA,NA,NA,NA,36.427593,36.66183,Multipurpose - One time,Earthquake,92,NA,460,123,143,104,90,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,13800,Blanket,2023-02-23,2023-02-23,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Kafr Safra,NA,NA,SY02,SY0203,SY020302,C1449,NA,NA,NA,NA,36.427593,36.66183,Multipurpose - One time,Earthquake,113,NA,565,151,175,128,111,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,16950,Blanket,2023-02-26,2023-02-26,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Eastern Eshkan,NA,NA,SY02,SY0203,SY020302,C1441,NA,NA,NA,NA,36.460964,36.732657,Multipurpose - One time,Earthquake,51,NA,255,68,79,58,50,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,7650,Blanket,2023-02-26,2023-02-26,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Western Khaltan,NA,NA,SY02,SY0203,SY020302,C1436,NA,NA,NA,NA,36.480833,36.70773,Multipurpose - One time,Earthquake,66,NA,330,88,102,75,65,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,9900,Blanket,2023-02-26,2023-02-26,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Kafr Safra,NA,NA,SY02,SY0203,SY020302,C1449,NA,NA,NA,NA,36.427593,36.66183,Multipurpose - One time,Earthquake,44,NA,220,59,68,50,43,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,6600,Blanket,2023-02-27,2023-02-27,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Dakhm,NA,NA,SY02,SY0203,SY020302,C1423,NA,NA,NA,NA,36.437599,36.741218,Multipurpose - One time,Earthquake,90,NA,450,120,139,102,89,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,13500,Blanket,2023-02-27,2023-02-27,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Western Khaltan,NA,NA,SY02,SY0203,SY020302,C1436,NA,NA,NA,NA,36.480833,36.70773,Multipurpose - One time,Earthquake,2,NA,10,3,3,2,2,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,300,Blanket,2023-02-27,2023-02-27,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Burj Kmush,NA,NA,SY02,SY0203,SY020302,C1428,NA,NA,NA,NA,36.429095,36.711932,Multipurpose - One time,Earthquake,77,NA,385,103,119,87,76,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,11550,Blanket,2023-02-28,2023-02-28,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Ramadiyeh (Jandairis),NA,NA,SY02,SY0203,SY020302,C1422,NA,NA,NA,NA,36.399148,36.745457,Multipurpose - One time,Earthquake,85,NA,425,114,132,97,82,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,NA,1,1,150,12750,Blanket,2023-02-28,2023-02-28,NA,2023-03-31,GOAL,GOAL (GOAL),Cash Response,4ws
